year,doy,esc,males,females,unk,yrid
2002,155,22,16,6,0,37
2002,156,17,11,6,0,37
2002,157,1,1,0,0,37
2002,158,15,14,1,0,37
2002,159,21,17,4,0,37
2002,160,14,9,5,0,37
2002,161,2,2,0,0,37
2002,162,14,12,2,0,37
2002,163,17,8,9,0,37
2002,164,30,21,9,0,37
2002,165,28,19,9,0,37
2002,166,11,9,2,0,37
2002,167,30,17,13,0,37
2002,168,32,13,19,0,37
2002,169,33,10,23,0,37
2002,170,11,3,8,0,37
2002,171,33,10,23,0,37
2002,172,15,5,10,0,37
2002,173,29,7,22,0,37
2002,174,11,4,7,0,37
2002,175,18,3,15,0,37
2002,176,27,11,16,0,37
2002,177,20,7,13,0,37
2002,178,11,1,10,0,37
2002,179,17,4,13,0,37
2002,180,16,1,15,0,37
2002,181,11,2,9,0,37
2002,182,4,1,3,0,37
2002,183,11,4,7,0,37
2002,184,2,1,1,0,37
2002,185,9,1,8,0,37
2002,186,9,0,9,0,37
2002,187,6,2,4,0,37
2002,188,2,0,2,0,37
2002,189,2,1,1,0,37
2003,140,0,0,0,0,38
2003,141,0,0,0,0,38
2003,142,0,0,0,0,38
2003,143,0,0,0,0,38
2003,144,0,0,0,0,38
2003,145,3,2,1,0,38
2003,146,1,1,0,0,38
2003,147,4,4,0,0,38
2003,148,0,0,0,0,38
2003,149,3,1,2,0,38
2003,150,12,4,8,0,38
2003,151,0,0,0,0,38
2003,152,0,0,0,0,38
2003,153,0,0,0,0,38
2003,154,0,0,0,0,38
2003,155,2,2,0,0,38
2003,156,4,3,1,0,38
2003,157,0,0,0,0,38
2003,158,1,1,0,0,38
2003,159,2,1,1,0,38
2003,160,22,17,5,0,38
2003,161,15,12,3,0,38
2003,162,9,6,3,0,38
2003,163,4,4,0,0,38
2003,164,4,4,0,0,38
2003,165,4,4,0,0,38
2003,166,27,16,11,0,38
2003,167,48,25,23,0,38
2003,168,24,15,9,0,38
2003,169,21,11,10,0,38
2003,170,22,6,16,0,38
2003,171,11,4,7,0,38
2003,172,3,1,2,0,38
2003,173,5,4,1,0,38
2003,174,0,0,0,0,38
2003,175,15,6,9,0,38
2003,176,10,2,8,0,38
2003,177,8,5,3,0,38
2003,178,10,4,6,0,38
2003,179,0,0,0,0,38
2003,180,9,3,6,0,38
2003,181,0,0,0,0,38
2003,182,4,0,4,0,38
2003,183,12,2,10,0,38
2003,184,8,2,6,0,38
2003,185,6,0,6,0,38
2003,186,6,0,6,0,38
2003,187,0,0,0,0,38
2003,188,0,0,0,0,38
2004,139,0,0,0,0,39
2004,140,1,1,0,0,39
2004,141,0,0,0,0,39
2004,142,9,6,3,0,39
2004,143,2,0,2,0,39
2004,144,2,0,2,0,39
2004,145,6,6,0,0,39
2004,146,5,3,2,0,39
2004,147,9,4,5,0,39
2004,148,2,2,0,0,39
2004,149,13,10,3,0,39
2004,150,0,0,0,0,39
2004,151,7,6,1,0,39
2004,152,7,6,1,0,39
2004,153,7,5,2,0,39
2004,154,3,1,2,0,39
2004,155,23,16,7,0,39
2004,156,33,15,18,0,39
2004,157,19,10,9,0,39
2004,158,12,6,6,0,39
2004,159,14,4,10,0,39
2004,160,29,11,18,0,39
2004,161,8,5,3,0,39
2004,162,12,5,7,0,39
2004,163,0,0,0,0,39
2004,164,10,6,4,0,39
2004,165,25,19,6,0,39
2004,166,22,15,7,0,39
2004,167,30,16,14,0,39
2004,168,17,6,11,0,39
2004,169,16,8,8,0,39
2004,170,21,7,14,0,39
2004,171,15,3,12,0,39
2004,172,21,6,15,0,39
2004,173,12,2,10,0,39
2004,174,13,6,7,0,39
2004,175,22,2,20,0,39
2004,176,10,3,7,0,39
2004,177,5,1,4,0,39
2004,178,3,0,3,0,39
2004,179,4,2,2,0,39
2004,180,4,1,3,0,39
2004,181,4,1,3,0,39
2004,182,5,0,5,0,39
2004,183,1,0,1,0,39
2004,184,3,0,3,0,39
2004,185,5,1,4,0,39
2004,186,3,2,1,0,39
2004,187,4,1,3,0,39
2004,188,5,1,4,0,39
2005,154,3,2,1,0,40
2005,155,7,5,2,0,40
2005,156,8,5,3,0,40
2005,157,7,4,3,0,40
2005,158,9,7,2,0,40
2005,159,9,5,4,0,40
2005,160,6,4,2,0,40
2005,161,15,9,6,0,40
2005,162,9,4,5,0,40
2005,163,3,3,0,0,40
2005,164,3,1,2,0,40
2005,165,19,9,10,0,40
2005,166,13,9,4,0,40
2005,167,13,7,6,0,40
2005,168,5,3,2,0,40
2005,169,5,1,4,0,40
2005,170,13,4,9,0,40
2005,171,11,8,3,0,40
2005,172,13,5,8,0,40
2005,173,3,0,3,0,40
2005,174,8,5,3,0,40
2005,175,12,2,10,0,40
2005,176,3,1,2,0,40
2005,177,3,1,2,0,40
2005,178,7,4,3,0,40
2005,179,12,6,6,0,40
2005,180,6,1,5,0,40
2005,181,3,1,2,0,40
2005,182,0,0,0,0,40
2006,144,0,0,0,0,41
2006,145,5,4,1,0,41
2006,146,6,6,0,0,41
2006,147,5,5,0,0,41
2006,148,6,4,2,0,41
2006,149,0,0,0,0,41
2006,150,6,5,1,0,41
2006,151,4,4,0,0,41
2006,152,4,3,1,0,41
2006,153,8,7,1,0,41
2006,154,7,7,0,0,41
2006,155,9,7,2,0,41
2006,156,7,3,4,0,41
2006,157,10,4,6,0,41
2006,158,12,11,1,0,41
2006,159,9,9,0,0,41
2006,160,8,5,3,0,41
2006,161,4,3,1,0,41
2006,162,7,2,5,0,41
2006,163,7,3,4,0,41
2006,164,11,9,2,0,41
2006,165,9,5,4,0,41
2006,166,0,0,0,0,41
2006,167,7,4,3,0,41
2006,168,5,3,2,0,41
2006,169,8,2,6,0,41
2006,170,11,3,8,0,41
2006,171,9,4,5,0,41
2006,172,13,5,8,0,41
2006,173,5,3,2,0,41
2006,174,11,7,4,0,41
2006,175,10,3,7,0,41
2006,176,4,4,0,0,41
2006,177,5,3,2,0,41
2006,178,3,3,0,0,41
2006,179,3,3,0,0,41
2006,180,0,0,0,0,41
2006,181,0,0,0,0,41
2006,182,2,1,1,0,41
2006,183,1,0,1,0,41
2006,184,0,0,0,0,41
2007,141,0,0,0,0,42
2007,142,3,3,0,0,42
2007,143,3,0,3,0,42
2007,144,2,1,1,0,42
2007,145,1,1,0,0,42
2007,146,4,3,0,1,42
2007,147,5,3,2,0,42
2007,148,8,4,4,0,42
2007,149,3,3,0,0,42
2007,150,4,3,1,0,42
2007,151,3,2,1,0,42
2007,152,9,4,5,0,42
2007,153,15,11,3,1,42
2007,154,13,8,5,0,42
2007,155,11,6,5,0,42
2007,156,18,14,2,2,42
2007,157,8,8,0,0,42
2007,158,7,4,3,0,42
2007,159,10,7,3,0,42
2007,160,11,7,3,1,42
2007,161,9,7,2,0,42
2007,162,9,7,2,0,42
2007,163,8,5,3,0,42
2007,164,11,8,3,0,42
2007,165,5,2,3,0,42
2007,166,8,4,3,1,42
2007,167,4,1,3,0,42
2007,168,8,6,2,0,42
2007,169,8,4,3,1,42
2007,170,11,5,5,1,42
2007,171,9,1,8,0,42
2007,172,5,0,4,1,42
2007,173,3,0,3,0,42
2007,174,4,0,4,0,42
2007,175,5,3,2,0,42
2007,176,5,2,2,1,42
2007,177,4,0,1,3,42
2007,178,2,0,2,0,42
2007,179,3,1,2,0,42
2007,180,1,1,0,0,42
2007,181,1,0,0,1,42
2007,182,0,0,0,0,42
2007,183,7,5,2,0,42
2008,141,0,0,0,0,43
2008,142,1,0,0,1,43
2008,143,2,1,1,0,43
2008,144,0,0,0,0,43
2008,145,0,0,0,0,43
2008,146,1,1,0,0,43
2008,147,2,1,1,0,43
2008,148,0,0,0,0,43
2008,149,2,2,0,0,43
2008,150,1,1,0,0,43
2008,151,2,2,0,0,43
2008,152,2,1,1,0,43
2008,153,0,0,0,0,43
2008,154,2,1,1,0,43
2008,155,3,1,2,0,43
2008,156,1,1,0,0,43
2008,157,5,5,0,0,43
2008,158,4,2,2,0,43
2008,159,0,0,0,0,43
2008,160,2,2,0,0,43
2008,161,1,1,0,0,43
2008,162,2,1,1,0,43
2008,163,2,2,0,0,43
2008,164,2,2,0,0,43
2008,165,1,1,0,0,43
2008,166,4,3,1,0,43
2008,167,0,0,0,0,43
2008,168,0,0,0,0,43
2008,169,9,8,1,0,43
2008,170,9,7,2,0,43
2008,171,4,3,1,0,43
2008,172,9,4,5,0,43
2008,173,12,8,4,0,43
2008,174,14,8,6,0,43
2008,175,9,6,3,0,43
2008,176,12,8,4,0,43
2008,177,15,9,6,0,43
2008,178,21,15,6,0,43
2008,179,11,8,3,0,43
2008,180,15,10,5,0,43
2008,181,15,8,7,0,43
2008,182,11,7,4,0,43
2008,183,6,2,4,0,43
2008,184,11,5,6,0,43
2008,185,14,5,9,0,43
2008,186,9,3,6,0,43
2008,187,12,7,5,0,43
2008,188,13,3,10,0,43
2008,189,1,0,0,1,43
2008,190,7,2,5,0,43
2008,191,5,0,4,1,43
2009,139,0,0,0,0,44
2009,140,4,2,1,1,44
2009,141,9,5,3,1,44
2009,142,1,0,0,1,44
2009,143,2,2,0,0,44
2009,144,4,2,2,0,44
2009,145,1,0,1,0,44
2009,146,0,0,0,0,44
2009,147,1,1,0,0,44
2009,148,2,1,1,0,44
2009,149,0,0,0,0,44
2009,150,1,0,1,0,44
2009,151,3,1,2,0,44
2009,152,5,2,3,0,44
2009,153,3,3,0,0,44
2009,154,2,2,0,0,44
2009,155,2,1,1,0,44
2009,156,2,0,2,0,44
2009,157,6,3,3,0,44
2009,158,4,3,1,0,44
2009,159,4,3,1,0,44
2009,160,5,4,1,0,44
2009,161,1,0,0,1,44
2009,162,0,0,0,0,44
2009,163,8,7,1,0,44
2009,164,9,5,4,0,44
2009,165,7,5,2,0,44
2009,166,8,7,1,0,44
2009,167,8,6,2,0,44
2009,168,4,3,1,0,44
2009,169,11,8,3,0,44
2009,170,11,7,4,0,44
2009,171,15,10,5,0,44
2009,172,13,5,8,0,44
2009,173,22,10,12,0,44
2009,174,13,8,5,0,44
2009,175,6,0,6,0,44
2009,176,13,4,9,0,44
2009,177,9,3,6,0,44
2009,178,10,3,7,0,44
2009,179,9,2,7,0,44
2009,180,5,3,2,0,44
2009,181,6,2,4,0,44
2009,182,4,3,1,0,44
2009,183,6,1,5,0,44
2009,184,11,6,5,0,44
2009,185,9,3,6,0,44
2009,186,1,0,1,0,44
2009,187,2,0,2,0,44
2009,188,3,1,2,0,44
2009,189,6,2,4,0,44
2009,190,3,0,3,0,44
2010,145,0,0,0,0,45
2010,146,3,3,0,0,45
2010,147,0,0,0,0,45
2010,148,2,2,0,0,45
2010,149,3,2,1,0,45
2010,150,3,2,1,0,45
2010,151,2,2,0,0,45
2010,152,1,1,0,0,45
2010,153,3,3,0,0,45
2010,154,6,5,1,0,45
2010,155,8,5,3,0,45
2010,156,3,3,0,0,45
2010,157,0,0,0,0,45
2010,158,2,2,0,0,45
2010,159,5,4,1,0,45
2010,160,8,6,1,1,45
2010,161,1,1,0,0,45
2010,162,5,5,0,0,45
2010,163,10,5,5,0,45
2010,164,1,0,1,0,45
2010,165,4,4,0,0,45
2010,166,2,2,0,0,45
2010,167,5,3,2,0,45
2010,168,3,1,2,0,45
2010,169,0,0,0,0,45
2010,170,0,0,0,0,45
2010,171,6,4,2,0,45
2010,172,0,0,0,0,45
2010,173,0,0,0,0,45
2010,174,3,2,1,0,45
2010,175,10,6,4,0,45
2010,176,4,2,2,0,45
2010,177,5,3,2,0,45
2010,178,0,0,0,0,45
2010,179,5,2,3,0,45
2010,180,3,1,2,0,45
2010,181,10,3,7,0,45
2010,182,8,6,2,0,45
2010,183,1,0,1,0,45
2010,184,2,1,0,1,45
2010,185,2,1,1,0,45
2010,186,5,3,2,0,45
2010,187,6,5,1,0,45
2010,188,0,0,0,0,45
2010,189,0,0,0,0,45
2010,190,4,1,3,0,45
2010,191,2,2,0,0,45
2010,192,2,1,1,0,45
2010,193,3,0,3,0,45
2010,194,0,0,0,0,45
2011,153,0,0,0,0,46
2011,154,1,0,1,0,46
2011,155,0,0,0,0,46
2011,156,0,0,0,0,46
2011,157,0,0,0,0,46
2011,158,0,0,0,0,46
2011,159,0,0,0,0,46
2011,160,0,0,0,0,46
2011,161,0,0,0,0,46
2011,162,0,0,0,0,46
2011,163,7,6,1,0,46
2011,164,3,3,0,0,46
2011,165,2,2,0,0,46
2011,166,2,1,1,0,46
2011,167,1,0,1,0,46
2011,168,0,0,0,0,46
2011,169,0,0,0,0,46
2011,170,0,0,0,0,46
2011,171,0,0,0,0,46
2011,172,2,2,0,0,46
2011,173,1,0,0,1,46
2011,174,3,3,0,0,46
2011,175,5,2,3,0,46
2011,176,6,5,1,0,46
2011,177,4,3,1,0,46
2011,178,4,4,0,0,46
2011,179,2,1,1,0,46
2011,180,9,7,2,0,46
2011,181,1,0,1,0,46
2011,182,6,5,1,0,46
2011,183,19,13,6,0,46
2011,184,3,2,1,0,46
2011,185,15,13,2,0,46
2011,186,7,3,4,0,46
2011,187,8,6,2,0,46
2011,188,10,6,4,0,46
2011,189,8,1,7,0,46
2011,190,12,6,6,0,46
2011,191,8,5,2,1,46
2011,192,6,4,2,0,46
2011,193,15,4,11,0,46
2011,194,19,8,11,0,46
2011,195,14,5,9,0,46
2011,196,8,5,3,0,46
2011,197,22,8,14,0,46
2011,198,14,3,11,0,46
2011,199,11,3,8,0,46
2011,200,8,4,4,0,46
2011,201,10,1,9,0,46
2011,202,3,1,2,0,46
2011,203,0,0,0,0,46
2012,136,0,0,0,0,47
2012,137,1,0,0,1,47
2012,138,0,0,0,0,47
2012,139,1,1,0,0,47
2012,140,2,1,1,0,47
2012,141,2,1,1,0,47
2012,142,1,0,1,0,47
2012,143,1,1,0,0,47
2012,144,2,2,0,0,47
2012,145,1,1,0,0,47
2012,146,0,0,0,0,47
2012,147,1,0,1,0,47
2012,148,3,1,2,0,47
2012,149,2,1,1,0,47
2012,150,2,2,0,0,47
2012,151,5,4,1,0,47
2012,152,1,1,0,0,47
2012,153,4,3,1,0,47
2012,154,9,6,2,1,47
2012,155,13,11,2,0,47
2012,156,11,8,3,0,47
2012,157,14,9,5,0,47
2012,158,5,3,2,0,47
2012,159,12,7,5,0,47
2012,160,11,5,6,0,47
2012,161,6,5,1,0,47
2012,162,0,0,0,0,47
2012,163,6,3,2,1,47
2012,164,8,5,3,0,47
2012,165,5,3,2,0,47
2012,166,16,8,8,0,47
2012,167,10,5,5,0,47
2012,168,11,3,8,0,47
2012,169,4,2,2,0,47
2012,170,8,5,3,0,47
2012,171,9,6,3,0,47
2012,172,4,1,3,0,47
2012,173,5,1,3,1,47
2012,174,8,4,3,1,47
2012,175,7,1,5,1,47
2012,176,9,5,3,1,47
2012,177,6,3,3,0,47
2012,178,8,1,7,0,47
2012,179,5,1,3,1,47
2012,180,2,1,0,1,47
2012,181,1,0,1,0,47
2012,182,4,1,3,0,47
2012,183,5,2,1,2,47
2012,184,1,0,1,0,47
2012,185,3,1,2,0,47
2012,186,0,0,0,0,47
2012,187,0,0,0,0,47
2013,141,0,0,0,0,48
2013,142,0,0,0,0,48
2013,143,4,4,0,0,48
2013,144,0,0,0,0,48
2013,145,2,1,1,0,48
2013,146,4,4,0,0,48
2013,147,0,0,0,0,48
2013,148,5,3,2,0,48
2013,149,3,2,1,0,48
2013,150,5,2,2,1,48
2013,151,6,5,1,0,48
2013,152,3,2,1,0,48
2013,153,7,6,1,0,48
2013,154,7,5,0,2,48
2013,155,1,1,0,0,48
2013,156,2,2,0,0,48
2013,157,0,0,0,0,48
2013,158,1,1,0,0,48
2013,159,3,2,1,0,48
2013,160,4,3,1,0,48
2013,161,8,3,5,0,48
2013,162,5,3,2,0,48
2013,163,3,2,1,0,48
2013,164,3,2,1,0,48
2013,165,9,5,4,0,48
2013,166,10,4,6,0,48
2013,167,6,5,1,0,48
2013,168,3,2,1,0,48
2013,169,10,5,5,0,48
2013,170,3,2,1,0,48
2013,171,21,8,13,0,48
2013,172,5,3,2,0,48
2013,173,11,4,7,0,48
2013,174,19,7,12,0,48
2013,175,19,7,12,0,48
2013,176,9,4,5,0,48
2013,177,7,5,2,0,48
2013,178,5,2,3,0,48
2013,179,8,4,3,1,48
2013,180,5,0,3,2,48
2013,181,0,0,0,0,48
2013,182,5,3,2,0,48
2013,183,4,0,2,2,48
2013,184,2,2,0,0,48
2013,185,6,1,1,4,48
2013,186,2,0,1,1,48
2013,187,2,1,1,0,48
2013,188,0,0,0,0,48
2013,189,10,1,2,7,48
2014,142,0,0,0,0,49
2014,143,5,4,0,1,49
2014,144,1,1,0,0,49
2014,145,3,2,1,0,49
2014,146,3,3,0,0,49
2014,147,4,3,1,0,49
2014,148,1,1,0,0,49
2014,149,0,0,0,0,49
2014,150,0,0,0,0,49
2014,151,0,0,0,0,49
2014,152,0,0,0,0,49
2014,153,0,0,0,0,49
2014,154,0,0,0,0,49
2014,155,0,0,0,0,49
2014,156,1,0,1,0,49
2014,157,2,1,1,0,49
2014,158,2,0,2,0,49
2014,159,4,2,2,0,49
2014,160,1,1,0,0,49
2014,161,3,1,2,0,49
2014,162,3,3,0,0,49
2014,163,5,3,2,0,49
2014,164,8,6,2,0,49
2014,165,3,2,1,0,49
2014,166,8,8,0,0,49
2014,167,5,3,2,0,49
2014,168,7,5,2,0,49
2014,169,10,5,5,0,49
2014,170,6,4,2,0,49
2014,171,5,3,2,0,49
2014,172,10,6,4,0,49
2014,173,10,7,3,0,49
2014,174,20,10,10,0,49
2014,175,18,8,10,0,49
2014,176,20,9,11,0,49
2014,177,13,6,7,0,49
2014,178,6,1,5,0,49
2014,179,5,2,3,0,49
2014,180,18,5,13,0,49
2014,181,5,2,3,0,49
2014,182,7,1,6,0,49
2014,183,9,5,4,0,49
2014,184,9,5,4,0,49
2014,185,8,1,7,0,49
2014,186,3,0,3,0,49
2014,187,7,4,3,0,49
2014,188,5,2,3,0,49
2014,189,0,0,0,0,49
2015,148,0,0,0,0,50
2015,149,6,3,3,0,50
2015,150,8,6,2,0,50
2015,151,10,7,3,0,50
2015,152,9,7,2,0,50
2015,153,9,5,4,0,50
2015,154,9,6,3,0,50
2015,155,17,15,2,0,50
2015,156,7,6,1,0,50
2015,157,14,10,4,0,50
2015,158,11,7,4,0,50
2015,159,26,9,17,0,50
2015,160,24,16,8,0,50
2015,161,24,18,6,0,50
2015,162,11,7,4,0,50
2015,163,15,9,6,0,50
2015,164,12,7,5,0,50
2015,165,8,4,4,0,50
2015,166,12,5,7,0,50
2015,167,18,4,14,0,50
2015,168,25,12,13,0,50
2015,169,30,10,20,0,50
2015,170,21,6,15,0,50
2015,171,16,6,10,0,50
2015,172,20,6,14,0,50
2015,173,14,9,5,0,50
2015,174,16,4,12,0,50
2015,175,18,3,14,1,50
2015,176,12,4,7,1,50
2015,177,10,2,8,0,50
2015,178,6,2,4,0,50
2015,179,4,2,2,0,50
2015,180,7,3,4,0,50
2015,181,2,1,1,0,50
2017,142,0,0,0,0,51
2017,143,2,2,0,0,51
2017,144,4,3,1,0,51
2017,145,6,5,1,0,51
2017,146,5,4,1,0,51
2017,147,5,2,3,0,51
2017,148,0,0,0,0,51
2017,149,3,1,2,0,51
2017,150,6,3,3,0,51
2017,151,6,5,1,0,51
2017,152,8,5,3,0,51
2017,153,3,2,1,0,51
2017,154,4,2,2,0,51
2017,155,2,1,1,0,51
2017,156,8,2,6,0,51
2017,157,1,1,0,0,51
2017,158,4,2,2,0,51
2017,159,2,1,1,0,51
2017,160,3,1,2,0,51
2017,161,8,8,0,0,51
2017,162,6,3,3,0,51
2017,163,5,2,3,0,51
2017,164,6,3,3,0,51
2017,165,8,4,4,0,51
2017,166,8,5,3,0,51
2017,167,10,7,3,0,51
2017,168,19,13,6,0,51
2017,169,16,11,5,0,51
2017,170,7,2,5,0,51
2017,171,38,18,20,0,51
2017,172,22,10,12,0,51
2017,173,23,11,12,0,51
2017,174,24,14,10,0,51
2017,175,21,9,12,0,51
2017,176,29,12,17,0,51
2017,177,21,10,11,0,51
2017,178,26,13,13,0,51
2017,179,17,5,12,0,51
2017,180,18,10,8,0,51
2017,181,24,6,18,0,51
2017,182,25,8,16,1,51
2017,183,33,10,23,0,51
2017,184,30,11,19,0,51
2017,185,22,7,14,1,51
2017,186,18,5,13,0,51
2017,187,16,4,12,0,51
2017,188,11,3,8,0,51
2017,189,8,3,5,0,51
2017,190,8,4,4,0,51
2017,191,9,4,5,0,51
2017,192,5,1,4,0,51
2017,193,0,0,0,0,51
2017,194,11,7,4,0,51
2018,143,0,0,0,0,52
2018,144,0,0,0,0,52
2018,145,2,1,1,0,52
2018,146,0,0,0,0,52
2018,147,0,0,0,0,52
2018,148,6,5,1,0,52
2018,149,2,2,0,0,52
2018,150,3,3,0,0,52
2018,151,6,4,2,0,52
2018,152,1,1,0,0,52
2018,153,1,1,0,0,52
2018,154,2,1,1,0,52
2018,155,5,4,1,0,52
2018,156,0,0,0,0,52
2018,157,2,2,0,0,52
2018,158,4,3,1,0,52
2018,159,8,5,3,0,52
2018,160,6,6,0,0,52
2018,161,10,6,4,0,52
2018,162,5,2,3,0,52
2018,163,10,5,5,0,52
2018,164,5,4,1,0,52
2018,165,9,6,3,0,52
2018,166,8,7,1,0,52
2018,167,4,2,2,0,52
2018,168,4,3,1,0,52
2018,169,11,7,4,0,52
2018,170,16,10,6,0,52
2018,171,14,8,6,0,52
2018,172,11,4,7,0,52
2018,173,9,5,4,0,52
2018,174,8,5,3,0,52
2018,175,15,11,4,0,52
2018,176,19,12,7,0,52
2018,177,10,5,5,0,52
2018,178,21,12,9,0,52
2018,179,14,6,8,0,52
2018,180,9,5,4,0,52
2018,181,6,2,4,0,52
2018,182,3,0,3,0,52
2018,183,2,1,1,0,52
2018,184,8,2,6,0,52
2018,185,5,0,5,0,52
2018,186,3,1,2,0,52
2018,187,3,1,2,0,52
2018,188,2,1,1,0,52
2018,189,1,1,0,0,52
2018,190,1,0,0,1,52
2018,191,1,0,0,1,52
2018,192,2,1,1,0,52
2018,193,0,0,0,0,52
2018,194,1,1,0,0,52
2019,128,0,0,0,0,53
2019,129,1,0,0,1,53
2019,130,1,0,1,0,53
2019,131,0,0,0,0,53
2019,132,0,0,0,0,53
2019,133,1,1,0,0,53
2019,134,0,0,0,0,53
2019,135,1,0,1,0,53
2019,136,0,0,0,0,53
2019,137,0,0,0,0,53
2019,138,0,0,0,0,53
2019,139,0,0,0,0,53
2019,140,0,0,0,0,53
2019,141,0,0,0,0,53
2019,142,0,0,0,0,53
2019,143,1,1,0,0,53
2019,144,0,0,0,0,53
2019,145,0,0,0,0,53
2019,146,0,0,0,0,53
2019,147,1,1,0,0,53
2019,148,0,0,0,0,53
2019,149,1,1,0,0,53
2019,150,0,0,0,0,53
2019,151,0,0,0,0,53
2019,152,2,1,1,0,53
2019,153,1,1,0,0,53
2019,154,4,3,0,1,53
2019,155,3,3,0,0,53
2019,156,7,4,3,0,53
2019,157,1,1,0,0,53
2019,158,4,1,3,0,53
2019,159,0,0,0,0,53
2019,160,1,0,1,0,53
2019,161,3,2,1,0,53
2019,162,2,2,0,0,53
2019,163,0,0,0,0,53
2019,164,1,1,0,0,53
2019,165,3,2,1,0,53
2019,166,2,2,0,0,53
2019,167,5,3,2,0,53
2019,168,2,0,2,0,53
2019,169,3,1,2,0,53
2019,170,9,6,3,0,53
2019,171,2,2,0,0,53
2019,172,4,2,2,0,53
2019,173,2,1,1,0,53
2019,174,4,2,2,0,53
2019,175,3,1,2,0,53
2019,176,0,0,0,0,53
2019,177,1,1,0,0,53
2019,178,2,2,0,0,53
2019,179,10,7,3,0,53
2019,180,2,0,2,0,53
2019,181,3,1,2,0,53
2019,182,3,3,0,0,53
2019,183,0,0,0,0,53
2019,184,4,3,1,0,53
2019,185,3,2,1,0,53
2019,186,2,0,2,0,53
2019,187,1,1,0,0,53
2019,188,2,0,0,2,53
2019,189,1,0,1,0,53
2019,190,0,0,0,0,53
2019,191,1,1,0,0,53
2019,192,0,0,0,0,53
2019,193,0,0,0,0,53
2019,194,0,0,0,0,53
2019,195,0,0,0,0,53
2019,196,1,0,1,0,53
2019,197,0,0,0,0,53
2019,198,0,0,0,0,53
2019,199,0,0,0,0,53
2019,200,1,1,0,0,53
2019,201,0,0,0,0,53
2019,202,0,0,0,0,53
2019,203,1,0,1,0,53
2019,204,0,0,0,0,53
2019,205,0,0,0,0,53
2019,206,0,0,0,0,53
2019,207,0,0,0,0,53
2019,208,0,0,0,0,53
2019,209,1,0,0,1,53
2019,210,0,0,0,0,53
2019,211,0,0,0,0,53
2019,212,1,0,0,1,53
2019,213,0,0,0,0,53
2019,214,0,0,0,0,53
2020,139,0,0,0,0,54
2020,140,0,0,0,0,54
2020,141,2,2,0,0,54
2020,142,1,1,0,0,54
2020,143,0,0,0,0,54
2020,144,0,0,0,0,54
2020,145,0,0,0,0,54
2020,146,0,0,0,0,54
2020,147,0,0,0,0,54
2020,148,3,2,1,0,54
2020,149,0,0,0,0,54
2020,150,0,0,0,0,54
2020,151,0,0,0,0,54
2020,152,18,10,7,1,54
2020,153,7,5,2,0,54
2020,154,0,0,0,0,54
2020,155,3,1,2,0,54
2020,156,2,2,0,0,54
2020,157,1,1,0,0,54
2020,158,0,0,0,0,54
2020,159,3,2,1,0,54
2020,160,2,2,0,0,54
2020,161,4,2,2,0,54
2020,162,1,0,1,0,54
2020,163,0,0,0,0,54
2020,164,5,3,2,0,54
2020,165,4,4,0,0,54
2020,166,6,4,2,0,54
2020,167,5,4,1,0,54
2020,168,7,5,2,0,54
2020,169,3,1,2,0,54
2020,170,5,2,3,0,54
2020,171,9,5,4,0,54
2020,172,7,4,3,0,54
2020,173,5,1,4,0,54
2020,174,6,3,3,0,54
2020,175,5,1,4,0,54
2020,176,13,4,9,0,54
2020,177,8,2,6,0,54
2020,178,1,1,0,0,54
2020,179,0,0,0,0,54
2020,180,6,3,3,0,54
2020,181,0,0,0,0,54
2020,182,0,0,0,0,54
2020,183,5,3,2,0,54
2020,184,4,0,4,0,54
2020,185,0,0,0,0,54
2020,186,2,1,1,0,54
2020,187,0,0,0,0,54
2020,188,4,1,3,0,54
2020,189,0,0,0,0,54
2021,134,0,0,0,0,55
2021,135,5,3,2,0,55
2021,136,0,0,0,0,55
2021,137,2,1,0,1,55
2021,138,1,1,0,0,55
2021,139,1,1,0,0,55
2021,140,0,0,0,0,55
2021,141,2,2,0,0,55
2021,142,1,0,1,0,55
2021,143,3,3,0,0,55
2021,144,1,1,0,0,55
2021,145,0,0,0,0,55
2021,146,0,0,0,0,55
2021,147,1,1,0,0,55
2021,148,0,0,0,0,55
2021,149,4,3,1,0,55
2021,150,0,0,0,0,55
2021,151,3,2,1,0,55
2021,152,2,2,0,0,55
2021,153,20,14,6,0,55
2021,154,2,0,2,0,55
2021,155,13,9,4,0,55
2021,156,5,5,0,0,55
2021,157,12,6,6,0,55
2021,158,1,0,1,0,55
2021,159,6,3,3,0,55
2021,160,9,5,4,0,55
2021,161,10,6,4,0,55
2021,162,8,5,3,0,55
2021,163,9,3,6,0,55
2021,164,12,9,3,0,55
2021,165,17,10,7,0,55
2021,166,23,13,10,0,55
2021,167,23,9,14,0,55
2021,168,28,10,18,0,55
2021,169,18,7,11,0,55
2021,170,13,5,8,0,55
2021,171,21,8,13,0,55
2021,172,8,1,7,0,55
2021,173,14,8,6,0,55
2021,174,7,2,5,0,55
2021,175,4,3,1,0,55
2021,176,6,3,3,0,55
2021,177,5,3,2,0,55
2021,178,5,1,4,0,55
2021,179,5,1,4,0,55
2021,180,6,3,3,0,55
2021,181,10,3,6,1,55
2021,182,4,2,2,0,55
2021,183,3,3,0,0,55
2021,184,0,0,0,0,55
2021,185,8,5,3,0,55
2021,186,0,0,0,0,55
2021,187,0,0,0,0,55
2021,188,4,3,1,0,55
